Data,Fajr_Begins,Fajr_Jamah,Sunrise,Zuhr_Begins,Zuhr_Jamah,Asr_Begins,Asr_Jamah,Maghrib_Begins,Maghrib_Jamah,Isha_Begins,Isha_Jamah,City Name
"26 febbraio 2026, giovedì",5:13:00,5:13:00,6:43:00,12:34:00,12:34:00,15:22:00,15:22:00,18:00:00,18:00:00,19:30:00,19:30:00,palermo
"27 febbraio 2026, venerdì",5:12:00,5:12:00,6:42:00,12:34:00,12:34:00,15:22:30,15:22:30,18:01:00,18:01:00,19:31:00,19:31:00,palermo
"28 febbraio 2026, sabato",5:10:00,5:10:00,6:40:00,12:33:00,12:33:00,15:22:00,15:22:00,18:02:00,18:02:00,19:32:00,19:32:00,palermo
"1 marzo 2026, domenica",5:09:00,5:09:00,6:39:00,12:33:30,12:33:30,15:23:15,15:23:15,18:03:00,18:03:00,19:33:00,19:33:00,palermo
"2 marzo 2026, lunedì",5:08:00,5:08:00,6:38:00,12:33:30,12:33:30,15:23:45,15:23:45,18:04:00,18:04:00,19:34:00,19:34:00,palermo
"3 marzo 2026, martedì",5:06:00,5:06:00,6:36:00,12:33:00,12:33:00,15:24:00,15:24:00,18:05:00,18:05:00,19:35:00,19:35:00,palermo
"4 marzo 2026, mercoledì",5:05:00,5:05:00,6:35:00,12:33:00,12:33:00,15:24:30,15:24:30,18:06:00,18:06:00,19:36:00,19:36:00,palermo
"5 marzo 2026, giovedì",5:03:00,5:03:00,6:33:00,12:32:30,12:32:30,15:24:45,15:24:45,18:07:00,18:07:00,19:37:00,19:37:00,palermo
"6 marzo 2026, venerdì",5:02:00,5:02:00,6:32:00,12:32:30,12:32:30,15:25:15,15:25:15,18:08:00,18:08:00,19:38:00,19:38:00,palermo
"7 marzo 2026, sabato",5:00:00,5:00:00,6:30:00,12:31:30,12:31:30,15:24:45,15:24:45,18:09:00,18:09:00,19:39:00,19:39:00,palermo
"8 marzo 2026, domenica",4:59:00,4:59:00,6:29:00,12:32:00,12:32:00,15:26:00,15:26:00,18:10:00,18:10:00,19:40:00,19:40:00,palermo
"9 marzo 2026, lunedì",4:57:00,4:57:00,6:27:00,12:31:00,12:31:00,15:25:30,15:25:30,18:11:00,18:11:00,19:41:00,19:41:00,palermo
"10 marzo 2026, martedì",4:56:00,4:56:00,6:26:00,12:31:30,12:31:30,15:26:45,15:26:45,18:12:00,18:12:00,19:42:00,19:42:00,palermo
"11 marzo 2026, mercoledì",4:54:00,4:54:00,6:24:00,12:30:30,12:30:30,15:26:15,15:26:15,18:13:00,18:13:00,19:43:00,19:43:00,palermo
"12 marzo 2026, giovedì",4:53:00,4:53:00,6:23:00,12:31:00,12:31:00,15:27:30,15:27:30,18:14:00,18:14:00,19:44:00,19:44:00,palermo
"13 marzo 2026, venerdì",4:51:00,4:51:00,6:21:00,12:30:00,12:30:00,15:27:00,15:27:00,18:15:00,18:15:00,19:45:00,19:45:00,palermo
"14 marzo 2026, sabato",4:50:00,4:50:00,6:20:00,12:30:30,12:30:30,15:28:15,15:28:15,18:16:00,18:16:00,19:46:00,19:46:00,palermo
"15 marzo 2026, domenica",4:48:00,4:48:00,6:18:00,12:29:30,12:29:30,15:27:45,15:27:45,18:17:00,18:17:00,19:47:00,19:47:00,palermo
"16 marzo 2026, lunedì",4:47:00,4:47:00,6:17:00,12:30:00,12:30:00,15:29:00,15:29:00,18:18:00,18:18:00,19:48:00,19:48:00,palermo
"17 marzo 2026, martedì",4:45:00,4:45:00,6:15:00,12:29:00,12:29:00,15:28:30,15:28:30,18:19:00,18:19:00,19:49:00,19:49:00,palermo
"18 marzo 2026, mercoledì",4:44:00,4:44:00,6:14:00,12:29:30,12:29:30,15:29:45,15:29:45,18:20:00,18:20:00,19:50:00,19:50:00,palermo
"19 marzo 2026, giovedì",4:42:00,4:42:00,6:12:00,12:28:30,12:28:30,15:29:15,15:29:15,18:21:00,18:21:00,19:51:00,19:51:00,palermo
"19 febbraio 2026, giovedì",5:44:00,5:44:00,7:14:00,12:47:30,12:47:30,15:26:45,15:26:45,17:56:00,17:56:00,19:26:00,19:26:00,parma
"20 febbraio 2026, venerdì",5:42:00,5:42:00,7:12:00,12:47:00,12:47:00,15:27:00,15:27:00,17:57:00,17:57:00,19:27:00,19:27:00,parma
"21 febbraio 2026, sabato",5:40:00,5:40:00,7:10:00,12:46:30,12:46:30,15:27:15,15:27:15,17:59:00,17:59:00,19:29:00,19:29:00,parma
"22 febbraio 2026, domenica",5:39:00,5:39:00,7:09:00,12:47:00,12:47:00,15:28:30,15:28:30,18:00:00,18:00:00,19:30:00,19:30:00,parma
"23 febbraio 2026, lunedì",5:37:00,5:37:00,7:07:00,12:46:30,12:46:30,15:28:45,15:28:45,18:02:00,18:02:00,19:32:00,19:32:00,parma
"24 febbraio 2026, martedì",5:35:00,5:35:00,7:05:00,12:46:00,12:46:00,15:29:00,15:29:00,18:03:00,18:03:00,19:33:00,19:33:00,parma
"25 febbraio 2026, mercoledì",5:34:00,5:34:00,7:04:00,12:46:30,12:46:30,15:30:15,15:30:15,18:04:00,18:04:00,19:34:00,19:34:00,parma
"26 febbraio 2026, giovedì",5:32:00,5:32:00,7:02:00,12:46:00,12:46:00,15:30:30,15:30:30,18:06:00,18:06:00,19:36:00,19:36:00,parma
"27 febbraio 2026, venerdì",5:30:00,5:30:00,7:00:00,12:45:30,12:45:30,15:30:45,15:30:45,18:07:00,18:07:00,19:37:00,19:37:00,parma
"28 febbraio 2026, sabato",5:29:00,5:29:00,6:59:00,12:46:00,12:46:00,15:32:00,15:32:00,18:08:00,18:08:00,19:38:00,19:38:00,parma
"1 marzo 2026, domenica",5:27:00,5:27:00,6:57:00,12:45:30,12:45:30,15:32:15,15:32:15,18:10:00,18:10:00,19:40:00,19:40:00,parma
"2 marzo 2026, lunedì",5:25:00,5:25:00,6:55:00,12:45:00,12:45:00,15:32:30,15:32:30,18:11:00,18:11:00,19:41:00,19:41:00,parma
"3 marzo 2026, martedì",5:24:00,5:24:00,6:54:00,12:45:30,12:45:30,15:33:45,15:33:45,18:12:00,18:12:00,19:42:00,19:42:00,parma
"4 marzo 2026, mercoledì",5:22:00,5:22:00,6:52:00,12:45:00,12:45:00,15:34:00,15:34:00,18:14:00,18:14:00,19:44:00,19:44:00,parma
"5 marzo 2026, giovedì",5:20:00,5:20:00,6:50:00,12:45:00,12:45:00,15:35:00,15:35:00,18:15:00,18:15:00,19:45:00,19:45:00,parma
"6 marzo 2026, venerdì",5:18:00,5:18:00,6:48:00,12:44:30,12:44:30,15:35:15,15:35:15,18:16:00,18:16:00,19:46:00,19:46:00,parma
"7 marzo 2026, sabato",5:16:00,5:16:00,6:46:00,12:44:00,12:44:00,15:35:30,15:35:30,18:18:00,18:18:00,19:48:00,19:48:00,parma
"8 marzo 2026, domenica",5:15:00,5:15:00,6:45:00,12:44:30,12:44:30,15:36:45,15:36:45,18:19:00,18:19:00,19:49:00,19:49:00,parma
"9 marzo 2026, lunedì",5:13:00,5:13:00,6:43:00,12:44:00,12:44:00,15:37:00,15:37:00,18:20:00,18:20:00,19:50:00,19:50:00,parma
"10 marzo 2026, martedì",5:11:00,5:11:00,6:41:00,12:43:30,12:43:30,15:37:15,15:37:15,18:22:00,18:22:00,19:52:00,19:52:00,parma
"11 marzo 2026, mercoledì",5:09:00,5:09:00,6:39:00,12:43:00,12:43:00,15:37:30,15:37:30,18:23:00,18:23:00,19:53:00,19:53:00,parma
"12 marzo 2026, giovedì",5:07:00,5:07:00,6:37:00,12:42:30,12:42:30,15:37:45,15:37:45,18:24:00,18:24:00,19:54:00,19:54:00,parma
"13 marzo 2026, venerdì",5:06:00,5:06:00,6:36:00,12:43:00,12:43:00,15:39:00,15:39:00,18:25:00,18:25:00,19:55:00,19:55:00,parma
"14 marzo 2026, sabato",5:04:00,5:04:00,6:34:00,12:43:00,12:43:00,15:40:00,15:40:00,18:27:00,18:27:00,19:57:00,19:57:00,parma
"15 marzo 2026, domenica",5:02:00,5:02:00,6:32:00,12:42:30,12:42:30,15:40:15,15:40:15,18:28:00,18:28:00,19:58:00,19:58:00,parma
"16 marzo 2026, lunedì",5:00:00,5:00:00,6:30:00,12:42:00,12:42:00,15:40:30,15:40:30,18:29:00,18:29:00,19:59:00,19:59:00,parma
"17 marzo 2026, martedì",4:58:00,4:58:00,6:28:00,12:41:30,12:41:30,15:40:45,15:40:45,18:31:00,18:31:00,20:01:00,20:01:00,parma
"18 marzo 2026, mercoledì",4:56:00,4:56:00,6:26:00,12:41:00,12:41:00,15:41:00,15:41:00,18:32:00,18:32:00,20:02:00,20:02:00,parma
"19 marzo 2026, giovedì",4:54:00,4:54:00,6:24:00,12:40:30,12:40:30,15:41:15,15:41:15,18:33:00,18:33:00,20:03:00,20:03:00,parma
"19 febbraio 2026, giovedì",5:49:00,5:49:00,7:19:00,12:52:00,12:52:00,15:31:00,15:31:00,18:00:00,18:00:00,19:30:00,19:30:00,pavia
"20 febbraio 2026, venerdì",5:47:00,5:47:00,7:17:00,12:51:30,12:51:30,15:31:15,15:31:15,18:02:00,18:02:00,19:32:00,19:32:00,pavia
"21 febbraio 2026, sabato",5:46:00,5:46:00,7:16:00,12:52:00,12:52:00,15:32:30,15:32:30,18:03:00,18:03:00,19:33:00,19:33:00,pavia
"22 febbraio 2026, domenica",5:44:00,5:44:00,7:14:00,12:51:30,12:51:30,15:32:45,15:32:45,18:04:00,18:04:00,19:34:00,19:34:00,pavia
"23 febbraio 2026, lunedì",5:42:00,5:42:00,7:12:00,12:51:00,12:51:00,15:33:00,15:33:00,18:06:00,18:06:00,19:36:00,19:36:00,pavia
"24 febbraio 2026, martedì",5:41:00,5:41:00,7:11:00,12:51:30,12:51:30,15:34:15,15:34:15,18:07:00,18:07:00,19:37:00,19:37:00,pavia
"25 febbraio 2026, mercoledì",5:39:00,5:39:00,7:09:00,12:51:00,12:51:00,15:34:30,15:34:30,18:09:00,18:09:00,19:39:00,19:39:00,pavia
"26 febbraio 2026, giovedì",5:37:00,5:37:00,7:07:00,12:50:30,12:50:30,15:34:45,15:34:45,18:10:00,18:10:00,19:40:00,19:40:00,pavia
"27 febbraio 2026, venerdì",5:36:00,5:36:00,7:06:00,12:51:00,12:51:00,15:36:00,15:36:00,18:11:00,18:11:00,19:41:00,19:41:00,pavia
"28 febbraio 2026, sabato",5:34:00,5:34:00,7:04:00,12:50:30,12:50:30,15:36:15,15:36:15,18:13:00,18:13:00,19:43:00,19:43:00,pavia
"1 marzo 2026, domenica",5:32:00,5:32:00,7:02:00,12:50:00,12:50:00,15:36:30,15:36:30,18:14:00,18:14:00,19:44:00,19:44:00,pavia
"2 marzo 2026, lunedì",5:30:00,5:30:00,7:00:00,12:50:00,12:50:00,15:37:30,15:37:30,18:15:00,18:15:00,19:45:00,19:45:00,pavia
"3 marzo 2026, martedì",5:29:00,5:29:00,6:59:00,12:50:30,12:50:30,15:38:45,15:38:45,18:17:00,18:17:00,19:47:00,19:47:00,pavia
"4 marzo 2026, mercoledì",5:27:00,5:27:00,6:57:00,12:50:00,12:50:00,15:39:00,15:39:00,18:18:00,18:18:00,19:48:00,19:48:00,pavia
"5 marzo 2026, giovedì",5:25:00,5:25:00,6:55:00,12:49:30,12:49:30,15:39:15,15:39:15,18:19:00,18:19:00,19:49:00,19:49:00,pavia
"6 marzo 2026, venerdì",5:23:00,5:23:00,6:53:00,12:49:00,12:49:00,15:39:30,15:39:30,18:21:00,18:21:00,19:51:00,19:51:00,pavia
"7 marzo 2026, sabato",5:21:00,5:21:00,6:51:00,12:48:30,12:48:30,15:39:45,15:39:45,18:22:00,18:22:00,19:52:00,19:52:00,pavia
"8 marzo 2026, domenica",5:20:00,5:20:00,6:50:00,12:49:00,12:49:00,15:41:00,15:41:00,18:23:00,18:23:00,19:53:00,19:53:00,pavia
"9 marzo 2026, lunedì",5:18:00,5:18:00,6:48:00,12:49:00,12:49:00,15:42:00,15:42:00,18:25:00,18:25:00,19:55:00,19:55:00,pavia
"10 marzo 2026, martedì",5:16:00,5:16:00,6:46:00,12:48:30,12:48:30,15:42:15,15:42:15,18:26:00,18:26:00,19:56:00,19:56:00,pavia
"11 marzo 2026, mercoledì",5:14:00,5:14:00,6:44:00,12:48:00,12:48:00,15:42:30,15:42:30,18:27:00,18:27:00,19:57:00,19:57:00,pavia
"12 marzo 2026, giovedì",5:12:00,5:12:00,6:42:00,12:47:30,12:47:30,15:42:45,15:42:45,18:29:00,18:29:00,19:59:00,19:59:00,pavia
"13 marzo 2026, venerdì",5:10:00,5:10:00,6:40:00,12:47:00,12:47:00,15:43:00,15:43:00,18:30:00,18:30:00,20:00:00,20:00:00,pavia
"14 marzo 2026, sabato",5:08:00,5:08:00,6:38:00,12:46:30,12:46:30,15:43:15,15:43:15,18:31:00,18:31:00,20:01:00,20:01:00,pavia
"15 marzo 2026, domenica",5:07:00,5:07:00,6:37:00,12:47:30,12:47:30,15:45:15,15:45:15,18:33:00,18:33:00,20:03:00,20:03:00,pavia
"16 marzo 2026, lunedì",5:05:00,5:05:00,6:35:00,12:47:00,12:47:00,15:45:30,15:45:30,18:34:00,18:34:00,20:04:00,20:04:00,pavia
"17 marzo 2026, martedì",5:03:00,5:03:00,6:33:00,12:46:30,12:46:30,15:45:45,15:45:45,18:35:00,18:35:00,20:05:00,20:05:00,pavia
"18 marzo 2026, mercoledì",5:01:00,5:01:00,6:31:00,12:46:00,12:46:00,15:46:00,15:46:00,18:37:00,18:37:00,20:07:00,20:07:00,pavia
"19 marzo 2026, giovedì",4:59:00,4:59:00,6:29:00,12:45:30,12:45:30,15:46:15,15:46:15,18:38:00,18:38:00,20:08:00,20:08:00,pavia
"19 febbraio 2026, giovedì",5:36:00,5:36:00,7:06:00,12:37:30,12:37:30,15:15:45,15:15:45,17:45:00,17:45:00,19:15:00,19:15:00,pordenone
"20 febbraio 2026, venerdì",5:34:00,5:34:00,7:04:00,12:37:00,12:37:00,15:16:00,15:16:00,17:46:00,17:46:00,19:16:00,19:16:00,pordenone
"21 febbraio 2026, sabato",5:33:00,5:33:00,7:03:00,12:38:00,12:38:00,15:18:00,15:18:00,17:48:00,17:48:00,19:18:00,19:18:00,pordenone
"22 febbraio 2026, domenica",5:31:00,5:31:00,7:01:00,12:37:30,12:37:30,15:18:15,15:18:15,17:49:00,17:49:00,19:19:00,19:19:00,pordenone
"23 febbraio 2026, lunedì",5:29:00,5:29:00,6:59:00,12:37:00,12:37:00,15:18:30,15:18:30,17:51:00,17:51:00,19:21:00,19:21:00,pordenone
"24 febbraio 2026, martedì",5:28:00,5:28:00,6:58:00,12:37:30,12:37:30,15:19:45,15:19:45,17:52:00,17:52:00,19:22:00,19:22:00,pordenone
"25 febbraio 2026, mercoledì",5:26:00,5:26:00,6:56:00,12:37:00,12:37:00,15:20:00,15:20:00,17:54:00,17:54:00,19:24:00,19:24:00,pordenone
"26 febbraio 2026, giovedì",5:24:00,5:24:00,6:54:00,12:36:30,12:36:30,15:20:15,15:20:15,17:55:00,17:55:00,19:25:00,19:25:00,pordenone
"27 febbraio 2026, venerdì",5:22:00,5:22:00,6:52:00,12:36:00,12:36:00,15:20:30,15:20:30,17:56:00,17:56:00,19:26:00,19:26:00,pordenone
"28 febbraio 2026, sabato",5:21:00,5:21:00,6:51:00,12:37:00,12:37:00,15:22:30,15:22:30,17:58:00,17:58:00,19:28:00,19:28:00,pordenone
"1 marzo 2026, domenica",5:19:00,5:19:00,6:49:00,12:36:30,12:36:30,15:22:45,15:22:45,17:59:00,17:59:00,19:29:00,19:29:00,pordenone
"2 marzo 2026, lunedì",5:17:00,5:17:00,6:47:00,12:36:00,12:36:00,15:23:00,15:23:00,18:01:00,18:01:00,19:31:00,19:31:00,pordenone
"3 marzo 2026, martedì",5:15:00,5:15:00,6:45:00,12:35:30,12:35:30,15:23:15,15:23:15,18:02:00,18:02:00,19:32:00,19:32:00,pordenone
"4 marzo 2026, mercoledì",5:13:00,5:13:00,6:43:00,12:35:30,12:35:30,15:24:15,15:24:15,18:03:00,18:03:00,19:33:00,19:33:00,pordenone
"5 marzo 2026, giovedì",5:12:00,5:12:00,6:42:00,12:36:00,12:36:00,15:25:30,15:25:30,18:05:00,18:05:00,19:35:00,19:35:00,pordenone
"6 marzo 2026, venerdì",5:10:00,5:10:00,6:40:00,12:35:30,12:35:30,15:25:45,15:25:45,18:06:00,18:06:00,19:36:00,19:36:00,pordenone
"7 marzo 2026, sabato",5:08:00,5:08:00,6:38:00,12:35:00,12:35:00,15:26:00,15:26:00,18:08:00,18:08:00,19:38:00,19:38:00,pordenone
"8 marzo 2026, domenica",5:06:00,5:06:00,6:36:00,12:34:30,12:34:30,15:26:15,15:26:15,18:09:00,18:09:00,19:39:00,19:39:00,pordenone
"9 marzo 2026, lunedì",5:04:00,5:04:00,6:34:00,12:34:30,12:34:30,15:27:15,15:27:15,18:10:00,18:10:00,19:40:00,19:40:00,pordenone
"10 marzo 2026, martedì",5:02:00,5:02:00,6:32:00,12:34:00,12:34:00,15:27:30,15:27:30,18:12:00,18:12:00,19:42:00,19:42:00,pordenone
"11 marzo 2026, mercoledì",5:00:00,5:00:00,6:30:00,12:33:30,12:33:30,15:27:45,15:27:45,18:13:00,18:13:00,19:43:00,19:43:00,pordenone
"12 marzo 2026, giovedì",4:59:00,4:59:00,6:29:00,12:34:00,12:34:00,15:29:00,15:29:00,18:14:00,18:14:00,19:44:00,19:44:00,pordenone
"13 marzo 2026, venerdì",4:57:00,4:57:00,6:27:00,12:34:00,12:34:00,15:30:00,15:30:00,18:16:00,18:16:00,19:46:00,19:46:00,pordenone
"14 marzo 2026, sabato",4:55:00,4:55:00,6:25:00,12:33:30,12:33:30,15:30:15,15:30:15,18:17:00,18:17:00,19:47:00,19:47:00,pordenone
"15 marzo 2026, domenica",4:53:00,4:53:00,6:23:00,12:33:00,12:33:00,15:30:30,15:30:30,18:19:00,18:19:00,19:49:00,19:49:00,pordenone
"16 marzo 2026, lunedì",4:51:00,4:51:00,6:21:00,12:32:30,12:32:30,15:30:45,15:30:45,18:20:00,18:20:00,19:50:00,19:50:00,pordenone
"17 marzo 2026, martedì",4:49:00,4:49:00,6:19:00,12:32:30,12:32:30,15:31:45,15:31:45,18:21:00,18:21:00,19:51:00,19:51:00,pordenone
"18 marzo 2026, mercoledì",4:47:00,4:47:00,6:17:00,12:32:00,12:32:00,15:32:00,15:32:00,18:23:00,18:23:00,19:53:00,19:53:00,pordenone
"19 marzo 2026, giovedì",4:45:00,4:45:00,6:15:00,12:31:30,12:31:30,15:32:15,15:32:15,18:24:00,18:24:00,19:54:00,19:54:00,pordenone
"19 febbraio 2026, giovedì",5:36:00,5:36:00,7:06:00,12:40:00,12:40:00,15:19:30,15:19:30,17:49:00,17:49:00,19:19:00,19:19:00,ravenna
"20 febbraio 2026, venerdì",5:34:00,5:34:00,7:04:00,12:39:30,12:39:30,15:19:45,15:19:45,17:50:00,17:50:00,19:20:00,19:20:00,ravenna
"21 febbraio 2026, sabato",5:32:00,5:32:00,7:02:00,12:39:00,12:39:00,15:20:00,15:20:00,17:52:00,17:52:00,19:22:00,19:22:00,ravenna
"22 febbraio 2026, domenica",5:31:00,5:31:00,7:01:00,12:39:30,12:39:30,15:21:15,15:21:15,17:53:00,17:53:00,19:23:00,19:23:00,ravenna
"23 febbraio 2026, lunedì",5:29:00,5:29:00,6:59:00,12:39:00,12:39:00,15:21:30,15:21:30,17:55:00,17:55:00,19:25:00,19:25:00,ravenna
"24 febbraio 2026, martedì",5:28:00,5:28:00,6:58:00,12:39:30,12:39:30,15:22:45,15:22:45,17:56:00,17:56:00,19:26:00,19:26:00,ravenna
"25 febbraio 2026, mercoledì",5:26:00,5:26:00,6:56:00,12:39:00,12:39:00,15:23:00,15:23:00,17:57:00,17:57:00,19:27:00,19:27:00,ravenna
"26 febbraio 2026, giovedì",5:24:00,5:24:00,6:54:00,12:38:30,12:38:30,15:23:15,15:23:15,17:59:00,17:59:00,19:29:00,19:29:00,ravenna
"27 febbraio 2026, venerdì",5:23:00,5:23:00,6:53:00,12:39:00,12:39:00,15:24:30,15:24:30,18:00:00,18:00:00,19:30:00,19:30:00,ravenna
"28 febbraio 2026, sabato",5:21:00,5:21:00,6:51:00,12:38:30,12:38:30,15:24:45,15:24:45,18:01:00,18:01:00,19:31:00,19:31:00,ravenna
"1 marzo 2026, domenica",5:19:00,5:19:00,6:49:00,12:38:00,12:38:00,15:25:00,15:25:00,18:03:00,18:03:00,19:33:00,19:33:00,ravenna
"2 marzo 2026, lunedì",5:17:00,5:17:00,6:47:00,12:37:30,12:37:30,15:25:15,15:25:15,18:04:00,18:04:00,19:34:00,19:34:00,ravenna
"3 marzo 2026, martedì",5:16:00,5:16:00,6:46:00,12:38:00,12:38:00,15:26:30,15:26:30,18:05:00,18:05:00,19:35:00,19:35:00,ravenna
"4 marzo 2026, mercoledì",5:14:00,5:14:00,6:44:00,12:37:30,12:37:30,15:26:45,15:26:45,18:07:00,18:07:00,19:37:00,19:37:00,ravenna
"5 marzo 2026, giovedì",5:12:00,5:12:00,6:42:00,12:37:00,12:37:00,15:27:00,15:27:00,18:08:00,18:08:00,19:38:00,19:38:00,ravenna
"6 marzo 2026, venerdì",5:10:00,5:10:00,6:40:00,12:36:30,12:36:30,15:27:15,15:27:15,18:09:00,18:09:00,19:39:00,19:39:00,ravenna
"7 marzo 2026, sabato",5:09:00,5:09:00,6:39:00,12:37:00,12:37:00,15:28:30,15:28:30,18:10:00,18:10:00,19:40:00,19:40:00,ravenna
"8 marzo 2026, domenica",5:07:00,5:07:00,6:37:00,12:36:30,12:36:30,15:28:45,15:28:45,18:12:00,18:12:00,19:42:00,19:42:00,ravenna
"9 marzo 2026, lunedì",5:05:00,5:05:00,6:35:00,12:36:00,12:36:00,15:29:00,15:29:00,18:13:00,18:13:00,19:43:00,19:43:00,ravenna
"10 marzo 2026, martedì",5:03:00,5:03:00,6:33:00,12:35:30,12:35:30,15:29:15,15:29:15,18:14:00,18:14:00,19:44:00,19:44:00,ravenna
"11 marzo 2026, mercoledì",5:02:00,5:02:00,6:32:00,12:36:00,12:36:00,15:30:30,15:30:30,18:16:00,18:16:00,19:46:00,19:46:00,ravenna
"12 marzo 2026, giovedì",5:00:00,5:00:00,6:30:00,12:36:00,12:36:00,15:31:30,15:31:30,18:17:00,18:17:00,19:47:00,19:47:00,ravenna
"13 marzo 2026, venerdì",4:58:00,4:58:00,6:28:00,12:35:30,12:35:30,15:31:45,15:31:45,18:18:00,18:18:00,19:48:00,19:48:00,ravenna
"14 marzo 2026, sabato",4:56:00,4:56:00,6:26:00,12:35:00,12:35:00,15:32:00,15:32:00,18:19:00,18:19:00,19:49:00,19:49:00,ravenna
"15 marzo 2026, domenica",4:54:00,4:54:00,6:24:00,12:34:30,12:34:30,15:32:15,15:32:15,18:21:00,18:21:00,19:51:00,19:51:00,ravenna
"16 marzo 2026, lunedì",4:52:00,4:52:00,6:22:00,12:34:00,12:34:00,15:32:30,15:32:30,18:22:00,18:22:00,19:52:00,19:52:00,ravenna
"17 marzo 2026, martedì",4:51:00,4:51:00,6:21:00,12:34:30,12:34:30,15:33:45,15:33:45,18:23:00,18:23:00,19:53:00,19:53:00,ravenna
"18 marzo 2026, mercoledì",4:49:00,4:49:00,6:19:00,12:34:00,12:34:00,15:34:00,15:34:00,18:24:00,18:24:00,19:54:00,19:54:00,ravenna
"19 marzo 2026, giovedì",4:47:00,4:47:00,6:17:00,12:33:30,12:33:30,15:34:15,15:34:15,18:26:00,18:26:00,19:56:00,19:56:00,ravenna
"19 febbraio 2026, giovedì",5:31:00,5:31:00,7:01:00,12:38:30,12:38:30,15:19:45,15:19:45,17:52:00,17:52:00,19:22:00,19:22:00,roma
"20 febbraio 2026, venerdì",5:29:00,5:29:00,6:59:00,12:38:00,12:38:00,15:20:00,15:20:00,17:53:00,17:53:00,19:23:00,19:23:00,roma
"21 febbraio 2026, sabato",5:28:00,5:28:00,6:58:00,12:38:30,12:38:30,15:21:15,15:21:15,17:54:00,17:54:00,19:24:00,19:24:00,roma
"22 febbraio 2026, domenica",5:26:00,5:26:00,6:56:00,12:37:30,12:37:30,15:20:45,15:20:45,17:55:00,17:55:00,19:25:00,19:25:00,roma
"23 febbraio 2026, lunedì",5:25:00,5:25:00,6:55:00,12:38:00,12:38:00,15:22:00,15:22:00,17:56:00,17:56:00,19:26:00,19:26:00,roma
"24 febbraio 2026, martedì",5:23:00,5:23:00,6:53:00,12:37:30,12:37:30,15:22:15,15:22:15,17:58:00,17:58:00,19:28:00,19:28:00,roma
"25 febbraio 2026, mercoledì",5:22:00,5:22:00,6:52:00,12:37:30,12:37:30,15:22:45,15:22:45,17:59:00,17:59:00,19:29:00,19:29:00,roma
"26 febbraio 2026, giovedì",5:20:00,5:20:00,6:50:00,12:37:00,12:37:00,15:23:00,15:23:00,18:00:00,18:00:00,19:30:00,19:30:00,roma
"27 febbraio 2026, venerdì",5:19:00,5:19:00,6:49:00,12:37:30,12:37:30,15:24:15,15:24:15,18:01:00,18:01:00,19:31:00,19:31:00,roma
"28 febbraio 2026, sabato",5:17:00,5:17:00,6:47:00,12:37:00,12:37:00,15:24:30,15:24:30,18:03:00,18:03:00,19:33:00,19:33:00,roma
"1 marzo 2026, domenica",5:16:00,5:16:00,6:46:00,12:37:30,12:37:30,15:25:45,15:25:45,18:04:00,18:04:00,19:34:00,19:34:00,roma
"2 marzo 2026, lunedì",5:14:00,5:14:00,6:44:00,12:36:30,12:36:30,15:25:15,15:25:15,18:05:00,18:05:00,19:35:00,19:35:00,roma
"3 marzo 2026, martedì",5:13:00,5:13:00,6:43:00,12:37:00,12:37:00,15:26:30,15:26:30,18:06:00,18:06:00,19:36:00,19:36:00,roma
"4 marzo 2026, mercoledì",5:11:00,5:11:00,6:41:00,12:36:30,12:36:30,15:26:45,15:26:45,18:07:00,18:07:00,19:37:00,19:37:00,roma
"5 marzo 2026, giovedì",5:09:00,5:09:00,6:39:00,12:36:00,12:36:00,15:27:00,15:27:00,18:08:00,18:08:00,19:38:00,19:38:00,roma
"6 marzo 2026, venerdì",5:08:00,5:08:00,6:38:00,12:36:00,12:36:00,15:27:30,15:27:30,18:10:00,18:10:00,19:40:00,19:40:00,roma
"7 marzo 2026, sabato",5:06:00,5:06:00,6:36:00,12:35:30,12:35:30,15:27:45,15:27:45,18:11:00,18:11:00,19:41:00,19:41:00,roma
"8 marzo 2026, domenica",5:04:00,5:04:00,6:34:00,12:35:00,12:35:00,15:28:00,15:28:00,18:12:00,18:12:00,19:42:00,19:42:00,roma
"9 marzo 2026, lunedì",5:03:00,5:03:00,6:33:00,12:35:30,12:35:30,15:29:15,15:29:15,18:13:00,18:13:00,19:43:00,19:43:00,roma
"10 marzo 2026, martedì",5:01:00,5:01:00,6:31:00,12:35:00,12:35:00,15:29:30,15:29:30,18:14:00,18:14:00,19:44:00,19:44:00,roma
"11 marzo 2026, mercoledì",4:59:00,4:59:00,6:29:00,12:34:30,12:34:30,15:29:45,15:29:45,18:15:00,18:15:00,19:45:00,19:45:00,roma
"12 marzo 2026, giovedì",4:58:00,4:58:00,6:28:00,12:34:30,12:34:30,15:30:15,15:30:15,18:17:00,18:17:00,19:47:00,19:47:00,roma
"13 marzo 2026, venerdì",4:56:00,4:56:00,6:26:00,12:34:00,12:34:00,15:30:30,15:30:30,18:18:00,18:18:00,19:48:00,19:48:00,roma
"14 marzo 2026, sabato",4:54:00,4:54:00,6:24:00,12:33:30,12:33:30,15:30:45,15:30:45,18:19:00,18:19:00,19:49:00,19:49:00,roma
"15 marzo 2026, domenica",4:53:00,4:53:00,6:23:00,12:34:00,12:34:00,15:32:00,15:32:00,18:20:00,18:20:00,19:50:00,19:50:00,roma
